#Title: The Distribution of Thermal Pressures in the Diffuse, Cold Neutral
#       Medium of our Galaxy. II. An Expanded Survey of Interstellar C I
#       Fine-Structure Excitations
#Authors: Jenkins E.B., Tripp T.M.
#Table: Observed and Calculated Quantities in Specific Velocity Channels
#================================================================================
#Byte-by-byte Description of file: apj390295t4_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units    Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11 A11    ---      Name      Target star name
#  13- 17 F5.1   km/s     RVel      Radial Velocity
#  19- 24 F6.3   ---      f1        f1
#  26- 30 F5.3   ---    e_f1        The 1{sigma} error in f1
#  32- 37 F6.3   ---      f2        f2
#  39- 43 F5.3   ---    e_f2        The 1{sigma} error in f2
#  45- 53 E9.2   cm-2     N(CIt)    Column density of C I in all 3 levels
#  55- 63 E9.2   cm-2     N(CII)    ? Inferred column density of C II
#  65- 69 F5.3   ---      g(low)    ? Fraction of C I at low pressure
#  71- 74 F4.2   [cm-3.K] log(p/k)  ? log(p/k) of the low pressure
#                                    fraction
#  76- 80 F5.2   [-]      log(I/I0) ? Log starlight intensity relative
#                                    to standard
Name,Vel,f1,e_f1,f2,e_f2,N(CIt),N(CII),g(low),log(p/k),log(I/I0)
HD218915,-10.5,0.184,0.004,0.051,0.002,3.68e+013,2.48e+016,0.957,3.57,0.29
HD218915,-10.0,0.198,0.004,0.051,0.001,4.45e+013,2.91e+016,0.966,3.62,0.31
HD218915,-9.5,0.209,0.004,0.051,0.001,4.85e+013,2.97e+016,0.973,3.67,0.33
HD218915,-9.0,0.219,0.004,0.052,0.001,4.81e+013,2.63e+016,0.975,3.70,0.32
HD218915,-8.5,0.229,0.004,0.056,0.001,4.42e+013,2.27e+016,0.974,3.73,0.32
HD218915,-8.0,0.247,0.004,0.062,0.002,3.76e+013,2.10e+016,0.971,3.78,0.39
HD218915,-6.5,0.289,0.004,0.066,0.003,1.66e+013,1.67e+016,0.994,3.90,0.68
HD218915,-6.0,0.267,0.005,0.056,0.004,1.21e+013,1.34e+016,1.000,3.83,0.65
HD218915,-5.5,0.252,0.007,0.048,0.006,7.95e+012,1.03e+016,1.000,3.79,0.67
HD218915,-5.0,0.234,0.011,0.039,0.009,5.25e+012,8.34e+015,1.000,3.73,0.68
HD218915,-4.5,0.215,0.015,0.029,0.014,3.62e+012,6.55e+015,1.000,3.67,0.68
HD218915,-4.0,0.215,0.021,0.018,0.019,2.60e+012,3.95e+015,1.000,3.69,0.63
HD218915,-3.5,0.233,0.028,-0.002,0.027,1.90e+012,3.95e+015,1.000,3.75,0.76
HD219188,-40.5,0.350,0.020,0.094,0.027,2.68e+012,5.69e+013,0.987,4.14,-0.43
HD219188,-40.0,0.338,0.014,0.093,0.018,3.89e+012,5.71e+013,0.980,4.11,-0.59
HD219188,-39.5,0.340,0.012,0.089,0.015,4.69e+012,5.71e+013,0.993,4.12,-0.65
HD219188,-39.0,0.353,0.012,0.091,0.015,4.74e+012,5.69e+013,0.999,4.15,-0.63
HD219188,-38.5,0.368,0.014,0.101,0.018,3.97e+012,5.74e+013,0.998,4.20,-0.51
HD219188,-38.0,0.382,0.020,0.115,0.025,2.76e+012,5.71e+013,0.983,4.24,-0.35
HD219188,-12.5,0.034,0.026,-0.001,0.028,2.68e+012,2.61e+015,1.000,2.81,-0.22
HD219188,-12.0,0.019,0.021,0.000,0.023,3.26e+012,3.97e+015,1.000,2.50,-0.30
HD219188,-11.5,0.020,0.017,0.005,0.019,4.00e+012,3.97e+015,0.997,2.45,-0.41
HD219188,-11.0,0.027,0.014,0.007,0.016,4.79e+012,6.96e+015,0.994,2.53,-0.21
HD219188,-10.5,0.033,0.012,0.006,0.014,5.54e+012,9.79e+015,0.996,2.63,-0.07
HD219188,-10.0,0.037,0.011,0.003,0.012,6.20e+012,1.09e+016,1.000,2.75,-0.00
HD219188,-9.5,0.043,0.010,0.002,0.011,6.65e+012,1.04e+016,1.000,2.86,0.01
HD219188,-9.0,0.049,0.010,0.005,0.011,6.68e+012,9.73e+015,1.000,2.91,0.01
HD219188,-8.5,0.051,0.010,0.010,0.012,6.31e+012,1.07e+016,0.998,2.88,0.06
HD219188,-8.0,0.049,0.012,0.014,0.013,5.60e+012,1.25e+016,0.983,2.76,0.11
HD219188,-7.5,0.050,0.013,0.020,0.015,4.87e+012,1.23e+016,0.970,2.70,0.14
HD219188,-7.0,0.055,0.015,0.021,0.017,4.36e+012,9.34e+015,0.971,2.79,0.12
HD219188,-6.5,0.052,0.016,0.014,0.018,4.07e+012,5.65e+015,0.986,2.88,-0.01
HD219188,-6.0,0.046,0.016,0.005,0.019,3.97e+012,3.97e+015,1.000,2.90,-0.14
HD219188,-5.5,0.045,0.017,0.000,0.019,3.91e+012,3.97e+015,1.000,2.93,-0.12
HD219188,-5.0,0.058,0.017,0.006,0.020,3.84e+012,7.02e+015,1.000,2.97,0.14
HD219188,-4.5,0.077,0.016,0.015,0.020,3.82e+012,7.44e+015,0.993,3.08,0.24
HD219188,-4.0,0.090,0.016,0.025,0.019,3.87e+012,7.32e+015,0.977,3.13,0.27
HD219188,-3.5,0.094,0.015,0.032,0.018,4.21e+012,8.09e+015,0.963,3.13,0.28
HD219188,-3.0,0.102,0.015,0.037,0.017,4.20e+012,9.86e+015,0.951,3.13,0.37
HD219188,-2.5,0.106,0.015,0.036,0.019,3.93e+012,1.12e+016,0.955,3.14,0.45
HD219188,-2.0,0.112,0.018,0.031,0.021,3.44e+012,1.01e+016,0.971,3.21,0.50
HD219188,-1.5,0.122,0.021,0.021,0.026,2.82e+012,7.16e+015,1.000,3.32,0.50
HD219188,-40.0,0.348,0.020,0.101,0.028,3.43e+012,5.71e+013,0.972,4.14,-0.51
HD219188,-39.5,0.356,0.015,0.095,0.021,4.55e+012,5.69e+013,0.994,4.16,-0.60
HD219188,-39.0,0.360,0.014,0.098,0.019,5.01e+012,5.69e+013,0.992,4.17,-0.63
HD219188,-38.5,0.379,0.016,0.109,0.022,4.31e+012,5.71e+013,0.992,4.23,-0.51
HD219188,-11.5,0.034,0.020,0.017,0.025,3.96e+012,2.52e+014,0.974,2.67,-1.33
HD219188,-11.0,0.022,0.017,0.022,0.021,4.65e+012,3.38e+014,0.957,2.03,-1.71
HD219188,-10.5,0.025,0.015,0.023,0.019,5.16e+012,4.88e+014,0.956,2.17,-1.52
HD219188,-10.0,0.044,0.013,0.022,0.017,5.80e+012,7.20e+014,0.967,2.80,-0.99
HD219188,-9.5,0.068,0.011,0.020,0.015,6.60e+012,1.02e+015,0.981,3.09,-0.69
HD219188,-9.0,0.079,0.010,0.018,0.014,7.23e+012,1.41e+015,0.990,3.19,-0.53
HD219188,-8.5,0.081,0.010,0.017,0.014,7.13e+012,1.88e+015,0.989,3.19,-0.43
HD219188,-8.0,0.083,0.012,0.016,0.016,6.16e+012,2.40e+015,0.993,3.20,-0.28
HD219188,-7.5,0.082,0.014,0.018,0.019,5.22e+012,2.77e+015,0.988,3.18,-0.19
HD219188,-7.0,0.071,0.016,0.023,0.021,4.54e+012,3.92e+015,0.972,3.05,-0.09
HD219188,-6.5,0.044,0.018,0.027,0.024,4.08e+012,3.97e+015,0.955,2.64,-0.29
HD219188,-6.0,0.023,0.020,0.020,0.025,3.82e+012,5.73e+015,0.962,2.00,-0.45
HD219188,-5.5,0.016,0.021,0.004,0.027,3.68e+012,8.89e+015,0.996,2.12,-0.19
HD219188,-5.0,0.022,0.021,-0.009,0.028,3.61e+012,1.18e+016,1.000,2.51,0.13
HD219188,-4.5,0.039,0.020,-0.005,0.027,3.67e+012,1.38e+016,1.000,2.72,0.30
HD219188,-4.0,0.051,0.019,0.009,0.026,3.78e+012,1.34e+016,0.997,2.76,0.31
HD219188,-3.5,0.066,0.018,0.022,0.025,3.96e+012,1.07e+016,0.974,2.88,0.27
HD219188,-3.0,0.080,0.018,0.024,0.024,3.99e+012,8.17e+015,0.974,3.04,0.25
HD219188,-2.5,0.084,0.019,0.015,0.026,3.72e+012,7.27e+015,0.997,3.13,0.27
HD219188,-39.0,0.298,0.028,0.124,0.028,2.21e+012,5.74e+013,0.862,3.96,-0.49
HD219188,-38.5,0.324,0.018,0.101,0.018,3.48e+012,5.71e+013,0.942,4.06,-0.58
HD219188,-38.0,0.344,0.014,0.086,0.014,4.57e+012,5.71e+013,1.000,4.13,-0.64
HD219188,-37.5,0.372,0.013,0.084,0.014,4.70e+012,5.71e+013,1.000,4.21,-0.58
HD219188,-37.0,0.396,0.017,0.095,0.017,3.82e+012,5.71e+013,1.000,4.28,-0.44
HD219188,-36.5,0.404,0.024,0.119,0.024,2.63e+012,5.71e+013,1.000,4.31,-0.27
HD219188,-11.0,0.044,0.027,0.035,0.021,2.78e+012,3.99e+014,0.937,2.60,-1.06
HD219188,-10.5,0.027,0.022,0.027,0.017,3.48e+012,5.50e+014,0.949,2.14,-1.33
HD219188,-10.0,0.004,0.018,0.018,0.014,4.17e+012,7.99e+014,0.979,2.00,-1.35
HD219188,-9.5,-0.007,0.016,0.008,0.012,4.77e+012,1.14e+015,1.000,2.00,-1.27
HD219188,-9.0,0.007,0.014,0.000,0.011,5.35e+012,1.51e+015,1.000,2.13,-1.12
HD219188,-8.5,0.037,0.012,-0.001,0.010,6.11e+012,1.93e+015,1.000,2.89,-0.60
HD219188,-8.0,0.057,0.010,0.001,0.009,6.93e+012,5.61e+015,1.000,3.05,-0.13
HD219188,-7.5,0.072,0.010,0.006,0.008,7.32e+012,6.63e+015,1.000,3.13,-0.03
HD219188,-7.0,0.088,0.010,0.011,0.009,6.74e+012,8.24e+015,1.000,3.22,0.14
HD219188,-6.5,0.105,0.012,0.015,0.010,5.81e+012,1.15e+016,1.000,3.27,0.36
HD219188,-6.0,0.106,0.013,0.018,0.011,5.12e+012,1.54e+016,0.997,3.21,0.50
HD219188,-5.5,0.092,0.014,0.019,0.012,4.68e+012,1.81e+016,0.991,3.07,0.52
HD219188,-5.0,0.082,0.015,0.017,0.013,4.44e+012,1.88e+016,0.992,2.99,0.51
HD219188,-4.5,0.094,0.015,0.009,0.013,4.37e+012,1.76e+016,1.000,3.13,0.56
HD219188,-4.0,0.097,0.015,0.001,0.014,4.24e+012,1.52e+016,1.000,3.20,0.55
HD219188,-3.5,0.080,0.016,-0.001,0.014,4.16e+012,1.22e+016,1.000,3.13,0.42
HD219188,-3.0,0.059,0.017,0.010,0.015,3.99e+012,1.01e+016,0.996,2.90,0.24
HD219188,-2.5,0.049,0.018,0.023,0.015,3.82e+012,9.19e+015,0.964,2.66,0.10
HD219188,-2.0,0.061,0.017,0.029,0.015,3.80e+012,8.82e+015,0.954,2.78,0.15
HD219188,-1.5,0.084,0.017,0.028,0.015,3.90e+012,8.14e+015,0.967,3.06,0.27
HD219188,-1.0,0.110,0.016,0.030,0.015,3.94e+012,7.17e+015,0.970,3.25,0.33
HD219188,-0.5,0.138,0.017,0.031,0.016,3.65e+012,6.56e+015,0.985,3.40,0.42
HD219188,0.0,0.164,0.020,0.023,0.019,2.99e+012,6.58e+015,1.000,3.52,0.57
HD219188,0.5,0.181,0.028,-0.008,0.028,2.16e+012,6.97e+015,1.000,3.61,0.75
HD220057,-10.5,0.194,0.010,0.057,0.005,7.62e+013,3.75e+016,0.943,3.55,0.30
HD220057,-10.0,0.178,0.011,0.055,0.006,5.85e+013,3.50e+016,0.941,3.48,0.31
HD220057,-9.5,0.173,0.013,0.056,0.007,4.44e+013,3.11e+016,0.938,3.46,0.35
HD220057,-9.0,0.180,0.016,0.061,0.009,3.24e+013,2.60e+016,0.928,3.47,0.40
HD220057,-8.0,0.225,0.026,0.059,0.017,1.60e+013,1.70e+016,0.953,3.63,0.62
HD224151,-51.0,0.183,0.026,0.122,0.026,4.75e+012,6.80e+015,0.798,3.63,0.20
HD224151,-50.5,0.195,0.019,0.110,0.019,6.59e+012,2.77e+015,0.833,3.76,-0.15
HD224151,-47.0,0.286,0.011,0.109,0.009,1.57e+013,1.32e+016,0.901,4.11,0.33
HD224151,-46.5,0.247,0.013,0.084,0.013,1.05e+013,1.25e+016,0.929,3.99,0.34
HD224151,-46.0,0.223,0.017,0.067,0.018,7.41e+012,3.97e+015,0.958,3.95,0.03
HD224151,-45.5,0.226,0.019,0.061,0.021,6.35e+012,3.97e+015,0.978,3.97,0.09
HD224151,-45.0,0.240,0.022,0.099,0.024,5.33e+012,8.95e+015,0.888,3.94,0.44
HD224151,-18.0,0.112,0.024,0.002,0.024,5.99e+012,1.32e+016,1.000,3.59,0.24
HD224151,-17.5,0.125,0.017,0.002,0.017,8.51e+012,1.47e+016,1.000,3.65,0.18
HD224151,-17.0,0.108,0.014,0.025,0.012,1.12e+013,1.97e+016,0.988,3.50,0.11
HD224151,-16.5,0.104,0.011,0.042,0.009,1.47e+013,1.99e+016,0.948,3.43,-0.02
HD224151,-16.0,0.122,0.009,0.046,0.007,2.19e+013,2.08e+016,0.946,3.54,-0.07
HD224151,-15.5,0.173,0.009,0.052,0.005,2.71e+013,2.72e+016,0.960,3.77,0.11
HD224151,-15.0,0.198,0.010,0.057,0.005,2.99e+013,3.79e+016,0.962,3.85,0.25
HD224151,-14.5,0.173,0.008,0.049,0.005,3.31e+013,4.81e+016,0.970,3.77,0.23
HD224151,-14.0,0.164,0.009,0.040,0.005,3.22e+013,3.59e+016,0.981,3.75,0.12
HD224151,-13.5,0.144,0.008,0.034,0.005,3.24e+013,3.44e+016,0.986,3.68,0.05
HD224151,-13.0,0.122,0.007,0.037,0.004,3.66e+013,4.70e+016,0.967,3.56,0.04
HD224151,-12.5,0.133,0.007,0.038,0.004,3.81e+013,4.82e+016,0.970,3.61,0.07
HD224151,-12.0,0.146,0.007,0.038,0.004,3.64e+013,4.54e+016,0.977,3.67,0.11
HD224151,-11.5,0.162,0.009,0.048,0.005,2.97e+013,3.99e+016,0.961,3.72,0.17
HD224151,-11.0,0.190,0.011,0.056,0.006,2.47e+013,3.11e+016,0.962,3.83,0.23
HD224151,-10.5,0.198,0.010,0.057,0.005,2.80e+013,2.18e+016,0.965,3.87,0.09
HD224151,-10.0,0.218,0.009,0.057,0.004,3.32e+013,1.55e+016,0.978,3.95,-0.02
HD224151,-9.5,0.256,0.011,0.068,0.005,2.99e+013,1.98e+016,0.986,4.06,0.18
HD224151,-9.0,0.263,0.012,0.065,0.006,2.26e+013,2.76e+016,0.997,4.07,0.39
HD224151,-8.5,0.220,0.011,0.053,0.008,1.68e+013,2.56e+016,0.989,3.93,0.36
HD224151,-8.0,0.162,0.011,0.053,0.010,1.29e+013,1.67e+016,0.953,3.72,0.16
HD224151,-7.5,0.149,0.013,0.051,0.013,9.93e+012,7.43e+015,0.949,3.67,-0.07
HD224151,-7.0,0.152,0.016,0.036,0.016,7.90e+012,7.79e+015,0.986,3.71,0.05
HD224151,-6.5,0.127,0.023,0.035,0.023,5.51e+012,8.30e+015,0.978,3.59,0.12
HD224151,-3.0,0.309,0.026,0.066,0.028,4.38e+012,1.01e+016,1.000,4.18,0.67
HD224151,-2.5,0.309,0.021,0.087,0.022,5.26e+012,1.11e+016,0.983,4.18,0.66
HD224151,-2.0,0.238,0.025,0.123,0.025,4.62e+012,3.98e+015,0.832,3.92,0.21
HDE232522,-20.0,0.176,0.029,0.036,0.022,8.45e+012,3.98e+015,0.990,3.56,0.18
HDE232522,-19.5,0.175,0.024,0.050,0.018,1.05e+013,3.95e+015,0.950,3.53,0.09
HDE232522,-19.0,0.188,0.019,0.064,0.014,1.34e+013,7.05e+015,0.926,3.55,0.23
HDE232522,-18.5,0.217,0.015,0.074,0.011,1.69e+013,1.22e+016,0.920,3.64,0.41
HDE232522,-17.0,0.220,0.011,0.058,0.007,3.04e+013,2.08e+016,0.959,3.67,0.40
HDE232522,-16.5,0.198,0.010,0.052,0.006,3.22e+013,2.01e+016,0.964,3.61,0.32
HDE232522,-16.0,0.197,0.011,0.052,0.007,2.83e+013,1.94e+016,0.961,3.60,0.35
HDE232522,-15.5,0.214,0.014,0.053,0.009,2.22e+013,1.95e+016,0.970,3.65,0.47
HDE232522,-15.0,0.227,0.017,0.049,0.011,1.73e+013,2.02e+016,0.989,3.69,0.59
HDE232522,-14.5,0.212,0.018,0.037,0.013,1.49e+013,2.17e+016,1.000,3.64,0.62
HDE232522,-14.0,0.180,0.020,0.025,0.014,1.32e+013,2.26e+016,1.000,3.54,0.60
HDE232522,-13.5,0.142,0.022,0.014,0.016,1.18e+013,2.35e+016,1.000,3.39,0.55
HDE232522,-13.0,0.140,0.021,0.008,0.016,1.14e+013,2.37e+016,1.000,3.39,0.56
HDE232522,-12.5,0.138,0.021,0.016,0.016,1.18e+013,2.33e+016,1.000,3.37,0.53
HDE232522,-12.0,0.141,0.019,0.032,0.014,1.31e+013,2.21e+016,0.981,3.36,0.48
HDE232522,-11.5,0.146,0.016,0.039,0.012,1.55e+013,2.07e+016,0.964,3.38,0.41
HDE232522,-11.0,0.156,0.014,0.041,0.010,1.85e+013,1.98e+016,0.966,3.44,0.38
HDE232522,-10.5,0.167,0.013,0.041,0.008,2.24e+013,2.01e+016,0.969,3.49,0.35
HDE232522,-10.0,0.168,0.011,0.041,0.007,2.61e+013,2.10e+016,0.972,3.50,0.32
HDE232522,-9.5,0.170,0.010,0.043,0.007,2.78e+013,2.21e+016,0.968,3.50,0.32
HDE232522,-9.0,0.176,0.011,0.046,0.007,2.78e+013,2.28e+016,0.964,3.52,0.34
HDE232522,-8.5,0.179,0.011,0.050,0.007,2.80e+013,2.23e+016,0.955,3.53,0.34
HDE232522,-8.0,0.171,0.010,0.053,0.006,2.95e+013,2.01e+016,0.945,3.49,0.26
HDE232522,-7.5,0.162,0.009,0.053,0.006,3.15e+013,1.78e+016,0.943,3.46,0.18
HDE232522,-7.0,0.161,0.009,0.047,0.006,3.20e+013,1.79e+016,0.953,3.47,0.18
HDE232522,-6.5,0.168,0.009,0.040,0.006,2.99e+013,2.09e+016,0.973,3.51,0.28
HDE232522,-6.0,0.180,0.011,0.038,0.007,2.58e+013,2.32e+016,0.988,3.55,0.39
HDE232522,-5.5,0.203,0.012,0.042,0.009,1.98e+013,2.12e+016,0.990,3.62,0.51
HDE232522,-4.0,0.203,0.023,0.050,0.021,8.44e+012,3.98e+015,0.971,3.64,0.25
HD23478,8.0,0.313,0.020,0.141,0.017,5.58e+012,1.22e+015,0.815,3.89,0.46
HD23478,8.5,0.360,0.013,0.137,0.011,8.73e+012,6.56e+015,0.874,4.03,0.96
HD23478,12.0,0.197,0.004,0.065,0.001,1.26e+014,3.55e+016,0.925,3.54,0.19
HD23478,12.5,0.185,0.004,0.059,0.001,1.12e+014,3.13e+016,0.930,3.50,0.15
HD23478,13.0,0.183,0.004,0.056,0.002,9.47e+013,2.82e+016,0.938,3.50,0.17
HD23478,13.5,0.184,0.004,0.052,0.002,8.42e+013,2.82e+016,0.947,3.50,0.20
HD23478,14.0,0.188,0.004,0.051,0.002,7.89e+013,2.95e+016,0.954,3.52,0.26
HD23478,14.5,0.202,0.004,0.054,0.002,7.41e+013,2.86e+016,0.953,3.57,0.31
HD23478,16.5,0.351,0.008,0.143,0.007,1.51e+013,9.65e+015,0.849,4.00,0.89
HD23478,17.0,0.337,0.011,0.141,0.010,9.93e+012,3.97e+015,0.837,3.96,0.71
HD23478,17.5,0.328,0.017,0.135,0.015,6.18e+012,3.98e+015,0.846,3.92,0.82
HD23478,18.0,0.320,0.028,0.121,0.025,3.77e+012,2.29e+015,0.872,3.90,0.77
HD24190,8.0,0.181,0.027,0.104,0.025,3.83e+012,8.45e+015,0.831,3.28,0.67
HD24190,8.5,0.226,0.019,0.104,0.018,5.23e+012,9.26e+015,0.850,3.53,0.76
HD24190,9.0,0.293,0.014,0.101,0.013,7.35e+012,1.06e+016,0.904,3.81,0.88
HD24190,9.5,0.356,0.010,0.099,0.009,1.05e+013,1.33e+016,0.970,4.03,1.00
HD24190,10.0,0.385,0.008,0.096,0.006,1.57e+013,1.74e+016,1.000,4.13,1.03
HD24190,11.5,0.256,0.005,0.062,0.002,5.18e+013,3.09e+016,0.969,3.76,0.52
HD24190,12.0,0.230,0.005,0.058,0.002,5.59e+013,3.31e+016,0.965,3.68,0.45
HD24190,12.5,0.209,0.005,0.056,0.002,5.12e+013,3.27e+016,0.955,3.61,0.43
HD24190,13.0,0.196,0.005,0.054,0.003,4.26e+013,3.33e+016,0.953,3.55,0.44
HD24190,13.5,0.193,0.005,0.052,0.003,3.37e+013,3.40e+016,0.956,3.53,0.51
HD24190,14.0,0.202,0.006,0.049,0.004,2.67e+013,3.55e+016,0.967,3.55,0.62
HD24190,14.5,0.217,0.008,0.047,0.005,2.25e+013,3.79e+016,0.983,3.60,0.74
HD24190,15.0,0.226,0.008,0.044,0.005,2.09e+013,4.06e+016,0.994,3.62,0.80
HD24190,15.5,0.224,0.008,0.041,0.005,1.99e+013,4.13e+016,0.998,3.61,0.81
HD24190,16.0,0.218,0.007,0.038,0.006,1.79e+013,3.70e+016,1.000,3.59,0.80
HD24190,16.5,0.206,0.008,0.038,0.007,1.54e+013,3.00e+016,0.996,3.56,0.76
HD24190,17.0,0.195,0.008,0.038,0.008,1.35e+013,2.32e+016,0.987,3.52,0.68
HD24190,17.5,0.189,0.009,0.037,0.008,1.26e+013,1.68e+016,0.986,3.52,0.59
HD24190,18.0,0.181,0.008,0.035,0.008,1.24e+013,1.15e+016,0.992,3.52,0.46
HD24190,18.5,0.179,0.009,0.034,0.009,1.17e+013,8.65e+015,0.991,3.52,0.39
HD24190,19.0,0.177,0.010,0.034,0.010,1.02e+013,7.66e+015,0.988,3.51,0.38
HD24190,19.5,0.176,0.012,0.031,0.013,7.91e+012,6.55e+015,0.995,3.51,0.42
HD24190,20.0,0.152,0.017,0.021,0.018,5.78e+012,3.97e+015,1.000,3.44,0.29
HD24190,20.5,0.105,0.024,0.008,0.025,4.15e+012,3.97e+015,1.000,3.24,0.25
HD24534,8.5,0.462,0.030,0.048,0.017,2.12e+012,5.54e+015,1.000,4.33,1.48
HD24534,9.0,0.345,0.022,0.095,0.013,2.67e+012,5.53e+015,0.964,3.94,1.16
HD24534,9.5,0.335,0.016,0.108,0.009,3.76e+012,5.51e+015,0.918,3.92,1.04
HD24534,10.0,0.344,0.011,0.116,0.007,5.21e+012,7.99e+015,0.909,3.95,1.09
HD24534,10.5,0.364,0.008,0.124,0.005,7.25e+012,1.34e+016,0.913,4.00,1.19
HD24534,17.5,0.388,0.003,0.147,0.002,2.47e+013,9.84e+015,0.888,4.16,0.86
HD24534,18.0,0.399,0.004,0.144,0.002,1.66e+013,5.54e+015,0.914,4.21,0.84
HD24534,18.5,0.393,0.006,0.133,0.003,1.13e+013,5.51e+015,0.927,4.17,0.92
HD24534,19.0,0.408,0.008,0.121,0.005,7.56e+012,5.54e+015,0.990,4.22,1.07
HD24534,19.5,0.443,0.012,0.101,0.007,5.26e+012,5.41e+015,1.000,4.34,1.25
HD24534,20.0,0.459,0.018,0.090,0.010,3.59e+012,5.54e+015,1.000,4.38,1.39
HD24534,20.5,0.457,0.025,0.106,0.014,2.55e+012,5.54e+015,1.000,4.36,1.49
HD27778,9.5,0.138,0.030,0.047,0.023,4.15e+012,5.71e+015,0.940,3.23,0.49
HD27778,10.0,0.163,0.021,0.074,0.017,5.75e+012,7.93e+015,0.889,3.28,0.55
HD27778,10.5,0.211,0.015,0.088,0.012,8.18e+012,7.43e+015,0.876,3.51,0.58
HD27778,12.5,0.233,0.005,0.114,0.003,3.94e+013,1.78e+016,0.829,3.59,0.42
HD27778,13.0,0.224,0.004,0.111,0.002,5.96e+013,2.34e+016,0.832,3.56,0.35
HD27778,15.0,0.176,0.004,0.074,0.001,2.31e+014,3.61e+016,0.891,3.44,-0.08
HD27778,15.5,0.184,0.004,0.070,0.001,2.31e+014,3.91e+016,0.905,3.48,-0.02
HD27778,16.0,0.187,0.004,0.067,0.001,2.19e+014,4.31e+016,0.916,3.50,0.04
HD27778,16.5,0.178,0.004,0.061,0.001,1.95e+014,4.64e+016,0.922,3.47,0.07
HD27778,17.0,0.174,0.003,0.061,0.001,1.54e+014,4.88e+016,0.921,3.45,0.15
HD27778,19.5,0.281,0.007,0.078,0.006,1.76e+013,1.83e+016,0.943,3.77,0.81
HD27778,20.0,0.292,0.010,0.080,0.008,1.23e+013,1.26e+016,0.949,3.81,0.84
HD27778,20.5,0.291,0.013,0.090,0.011,8.86e+012,8.52e+015,0.923,3.80,0.82
HD27778,21.0,0.298,0.019,0.110,0.016,6.22e+012,5.82e+015,0.883,3.81,0.83
HD27778,21.5,0.296,0.027,0.155,0.023,4.21e+012,2.38e+015,0.769,3.78,0.69
HD32040,9.0,0.260,0.025,0.066,0.023,1.33e+012,2.43e+014,0.970,3.83,0.11
HD32040,9.5,0.267,0.025,0.074,0.023,1.32e+012,1.89e+014,0.950,3.84,0.05
HD32040,13.5,0.210,0.029,0.042,0.027,1.16e+012,3.15e+014,0.992,3.69,0.10
HD32040,14.0,0.232,0.027,0.044,0.025,1.24e+012,3.28e+014,1.000,3.76,0.16
HD32040,29.0,0.091,0.029,0.022,0.024,1.29e+012,3.97e+015,0.980,3.01,0.49
HD32040,29.5,0.058,0.029,0.019,0.024,1.33e+012,2.80e+015,0.977,2.79,0.21
HD32040,30.0,0.046,0.029,0.020,0.023,1.36e+012,2.42e+015,0.969,2.61,0.04
HD32040,30.5,0.059,0.028,0.024,0.023,1.37e+012,1.99e+015,0.966,2.81,0.07
HD32040,31.0,0.088,0.028,0.027,0.024,1.33e+012,1.53e+015,0.968,3.08,0.15
HD36408B,12.5,0.345,0.026,0.091,0.026,1.77e+012,1.57e+015,0.988,4.05,0.80
HD36408B,13.0,0.383,0.019,0.103,0.018,2.47e+012,1.60e+015,1.000,4.17,0.81
HD36408B,13.5,0.389,0.015,0.102,0.014,3.22e+012,1.70e+015,1.000,4.20,0.77
HD36408B,14.0,0.375,0.013,0.099,0.012,3.79e+012,1.83e+015,1.000,4.15,0.70
HD36408B,14.5,0.344,0.013,0.095,0.012,3.93e+012,1.96e+015,0.968,4.05,0.63
HD36408B,15.0,0.305,0.014,0.099,0.013,3.62e+012,2.08e+015,0.922,3.93,0.58
HD36408B,15.5,0.271,0.017,0.116,0.015,3.01e+012,2.22e+015,0.854,3.78,0.56
HD36408B,16.0,0.256,0.021,0.138,0.018,2.39e+012,6.74e+015,0.790,3.60,0.92
HD36408B,16.5,0.276,0.024,0.140,0.022,1.99e+012,7.63e+015,0.796,3.64,1.06
HD36408B,17.0,0.273,0.027,0.122,0.024,1.81e+012,3.97e+015,0.840,3.72,0.89
HD36408B,17.5,0.249,0.026,0.092,0.023,1.90e+012,4.01e+015,0.897,3.67,0.81
HD36408B,18.0,0.230,0.022,0.065,0.020,2.26e+012,3.95e+015,0.951,3.66,0.72
HD36408B,18.5,0.218,0.018,0.051,0.016,2.85e+012,3.97e+015,0.977,3.65,0.62
HD36408B,19.0,0.222,0.014,0.053,0.012,3.73e+012,6.66e+015,0.972,3.64,0.71
HD36408B,19.5,0.233,0.011,0.061,0.009,4.96e+012,6.46e+015,0.960,3.69,0.64
HD36408B,20.0,0.241,0.008,0.072,0.007,6.69e+012,5.85e+015,0.938,3.72,0.54
HD36408B,20.5,0.250,0.006,0.084,0.005,9.23e+012,8.89e+015,0.919,3.74,0.59
HD36408B,21.0,0.251,0.006,0.093,0.004,1.35e+013,1.68e+016,0.894,3.71,0.66
HD36408B,24.0,0.328,0.006,0.119,0.003,1.77e+013,1.91e+016,0.893,3.97,0.83
HD36408B,24.5,0.307,0.006,0.104,0.004,1.33e+013,1.87e+016,0.915,3.90,0.85
HD36408B,25.0,0.287,0.006,0.090,0.004,1.06e+013,2.04e+016,0.931,3.82,0.89
